Username,Name,Label,Investor Score,Can DM,Reason,Followers,Following,URL
CK3914,Bright,BOT,5,True,"Username is alphanumeric (CK3914), bio is generic and suspicious ('Watch out for hacking!!'), and high tweet count (3994) with low follower ratio suggests automated activity; no investor/alpha signals present.",125,113,https://x.com/CK3914
bitmatrikrcx,KM,BOT,5,True,"Bio consists entirely of Latin phrases and religious references with no personal or professional details, lacks authenticity signals, and shows no investor/alpha keywords or human-like engagement indicators.",120,444,https://x.com/bitmatrikrcx
MarsElonmusk11,ELonStarshipMusk,BOT,5,True,"Username and name mimic Elon Musk with variations (MarsElonmusk11, ELonStarshipMusk), no bio provided, low follower count (59) and following (41) with moderate tweet volume (123), suggesting a bot or parody account lacking personal authenticity and investor signals.",59,41,https://x.com/MarsElonmusk11
hetuastra,Hetu Astra,BOT,5,True,"Bio is vague and generic ('One with everything'), lacks personal details or specific interests. Following count (635) significantly higher than followers (33), common in bot-like behavior. No investor-related keywords or signals in bio or username.",33,635,https://x.com/hetuastra
Little_tsla,Little X,BOT,5,True,"Bio is generic and lacks personal details, username is alphanumeric, high tweet count with low followers suggests bot-like activity, no investor keywords present.",27,12,https://x.com/Little_tsla
elo_muski,Elo Muski,BOT,5,True,"Bio contains generic motivational phrases ('Influential having a strong impact on others') and lacks personal details or investor keywords; stats show high tweet count with low followers/following, typical of bot behavior.",16,1,https://x.com/elo_muski
StarshipXpro1,Starship X,BOT,5,True,"Username is alphanumeric and generic, bio is minimal and vague ('Private Sector'), low follower count with high tweet volume suggests automated activity, no investor or personal signals detected.",10,2,https://x.com/StarshipXpro1
MuskReveene,Elon Musk Reveene,BOT,5,True,"Bio contains generic motivational/celebrity-worship content (e.g., 'Say YES If You Love Elon Musk'), lacks personal details or professional keywords, and has low follower count (3) with high following (112), indicating potential bot or fan account behavior.",3,112,https://x.com/MuskReveene
XElonPrime052,Give me a follow and send me a direct message,BOT,5,True,"Username is alphanumeric and generic, bio impersonates Elon Musk with exaggerated claims (CEO of Tesla, SpaceX, XAI) and includes 'quick responses' which is a common bot tactic, stats show low followers/following ratio and high tweet count, indicating automated activity.",2,3,https://x.com/XElonPrime052
kowa83125,Penguin,BOT,0,True,"Alphanumeric username, no bio, extremely high tweet count (27442) with low follower ratio suggests automated activity, no investor signals.",1447,100,https://x.com/kowa83125
racertrainz,Craig J Evans,BOT,0,True,"No bio provided, extremely high tweet count (84,560) relative to followers (1,487) and following (734), suggesting automated or spam-like activity typical of bots.",1487,734,https://x.com/racertrainz
Cjacqben,𝒞𝒽𝓇𝒾𝓈𝓉𝒾𝓃ℯ 𝒥𝒶𝒸𝓆𝓊ℯ𝓁𝒾𝓃ℯ ℬℯ𝓃ℯ𝒹𝒾𝒸𝓉,BOT,0,True,"Bio is generic with political/religious symbols and lacks personal or professional details; username is alphanumeric; extremely high tweet count (110,602) suggests automated activity; no investor/alpha keywords present.",1491,113,https://x.com/Cjacqben
israel117,Israel Bejar,BOT,0,True,"No bio provided, alphanumeric username pattern, extremely high tweet count (29644) relative to followers (1424) suggests automated activity, no investor or personal signals detected.",1424,438,https://x.com/israel117
Marley271904,Guardian,BOT,0,True,"Alphanumeric username, generic name 'Guardian', no bio, extremely high tweet count (17716) relative to followers (1456), low following (105) indicating potential automated posting behavior.",1456,105,https://x.com/Marley271904
Gerasimenk43419,Willy,BOT,0,True,"Alphanumeric username (Gerasimenk43419) suggests bot-like pattern, no bio provided, and extremely high tweet count (33214) relative to followers (1434) indicates automated activity, with no investor signals detected.",1434,823,https://x.com/Gerasimenk43419
Robertial,Rಹطert.£o𝕎ℵ$ Δ44³⁶⁹,BOT,0,True,"Username and name contain unusual characters and symbols, bio is nonsensical with AI-related and philosophical jargon, lacks personal details or investor keywords, high tweet count (20400) suggests automated activity.",1415,807,https://x.com/Robertial
BjpSundar,BJP Sundar..(Modiji's Family),BOT,0,True,"Username is alphanumeric and name includes political reference with no bio, total tweets (265,376) is extremely high indicating automated activity, and no investor-related keywords or personal details present.",1413,710,https://x.com/BjpSundar
Justina74578021,Justina,BOT,0,True,"Username is alphanumeric (Justina74578021), bio is generic and vague ('we live in dangerous world'), and tweet count (19109) is extremely high relative to followers (1400), indicating automated or spam-like behavior with no investor signals.",1400,108,https://x.com/Justina74578021
guellord_mk,Guellord_mk,BOT,0,True,"Username and name are alphanumeric/generic, bio is vague and slogan-like ('Africa We are One.'), stats show extreme imbalance (0 following, 20452 total tweets) typical of automated accounts, no investor/alpha signals present.",1351,0,https://x.com/guellord_mk
RealAlitaGail,🌿Alita Gail🌿,BOT,0,True,"Bio consists of emojis and vague terms like 'Aquilifer' with no personal details or professional keywords, high tweet count (40306) suggests automated activity, and username is generic with no clear human identity or investor signals.",1284,717,https://x.com/RealAlitaGail
b_darrel37796,DarrelB,BOT,0,True,"Alphanumeric username, no bio, high tweet count (13844) relative to followers (1177) suggests automated activity, no investor signals detected.",1177,567,https://x.com/b_darrel37796
markus216517781,MarkusJ67,BOT,0,True,"No bio provided, alphanumeric username pattern, extremely high tweet count (24950) with low follower-to-following ratio, suggesting automated or spam-like activity.",1169,43,https://x.com/markus216517781
chris_seeyave,chris,BOT,0,True,"No bio provided, extremely high tweet count (44542) relative to followers (1168) suggests automated activity, and generic username/name lack personal details or investor signals.",1168,116,https://x.com/chris_seeyave
SashaPhoenix,Retribution_2024,BOT,0,True,"Username is alphanumeric/generic, bio is empty, and tweet count (36333) is extremely high relative to followers (1158), indicating automated activity typical of bots.",1158,269,https://x.com/SashaPhoenix
AJCastillejaAJ,AJ🔫🔫🇺🇸🙏🏼🙏🏼,BOT,0,True,"Bio explicitly states 'No DMs please', indicating disinterest in engagement; username and name contain repetitive or non-standard characters (e.g., 'AJCastillejaAJ', emojis like 🔫🔫🇺🇸🙏🏼🙏🏼) typical of automated or spam accounts; high tweet count (42262) relative to followers (1170) suggests bot-like activity; no investor-related keywords or personal details in bio.",1170,1200,https://x.com/AJCastillejaAJ
mkmd19381016,CloseAISam=3高顴骨女間諜.sh⋯=3個梅🔥🔥🔥💩💩💩🇮🇱🇺🇸☯️✝️,BOT,0,True,"Username is alphanumeric (mkmd19381016), bio contains chaotic, nonsensical text with excessive emojis and unrelated topics (e.g., personal drama, conspiracy theories), lacks professional or investor keywords, and high tweet count (165,635) suggests automated activity.",1151,147,https://x.com/mkmd19381016
pucho611,星になった玲,BOT,0,True,"Bio contains vague, non-personal content ('真偽不明や賛同していなくても👍RTします/高市早苗支持/旦那と入れ替わり有り') with political references and ambiguous statements, lacking investor keywords or professional details. High tweet count (43655) relative to followers (1146) suggests automated activity. No signals of authenticity or investment interest.",1146,1221,https://x.com/pucho611
ferr12402,CompleXity 💥,BOT,0,True,"Username is alphanumeric, bio is generic 'Satire' with no personal details, and stats show extremely high tweet count (63474) relative to followers (1114), indicating bot-like activity.",1114,1152,https://x.com/ferr12402
guptam108,Manu Gupta,BOT,0,True,"Profile shows extreme imbalance: 0 following, 1100 followers, and 182,199 total tweets, which is highly indicative of automated or spam behavior. Lack of bio and no personal details further reduce authenticity. No investor or alpha signals present.",1100,0,https://x.com/guptam108
_hummingbird_99,_hummingbird_99,BOT,0,True,"Username and name are alphanumeric/generic with no personal details, bio is empty, and extremely high tweet count (48776) relative to followers (1070) suggests automated activity, lacking any investor or human authenticity signals.",1070,500,https://x.com/_hummingbird_99
Shirley77780461,Shirley777888,BOT,0,True,"Username and name are alphanumeric/generic (Shirley77780461, Shirley777888), no bio provided, and follower-following ratio (1060 followers, 64 following) suggests potential bot-like behavior with high follower count relative to low engagement.",1060,64,https://x.com/Shirley77780461
Brian0732868494,Brian,BOT,0,True,"Username is alphanumeric (Brian0732868494), bio is generic with interests in films, science, and photography but lacks personal details or investor signals, and total tweets (79945) is extremely high relative to followers (1066), indicating automated activity.",1066,1026,https://x.com/Brian0732868494
babyminnie18,babyminnie,BOT,0,True,"Bio is generic and repetitive with emojis, lacks personal details or professional keywords; high tweet count (100,400) suggests automated activity; username and name are non-professional and bot-like.",938,287,https://x.com/babyminnie18
AzzittaCo,Azzitta Co,BOT,0,True,High tweet count (28630) with low follower ratio suggests automated activity; no bio reduces authenticity; lacks investor keywords or personal details.,897,32,https://x.com/AzzittaCo
TinaHar53152592,Tina,BOT,0,True,"Username is alphanumeric (TinaHar53152592), bio contains generic political/motivational phrases (Christian Patriot, WWG1WGA) without personal or professional details, lacks investor/alpha signals, and appears bot-like due to low follower count relative to high tweet volume.",898,299,https://x.com/TinaHar53152592
techy_stephen,THE LORD,BOT,0,True,"Username and bio mismatch (generic 'THE LORD' name vs. 'Ajisebi Oyo'), low follower-to-tweet ratio (877 followers vs. 5606 tweets suggests spammy behavior), no investor/alpha keywords in bio, and overall profile lacks personal details or authenticity signals.",877,464,https://x.com/techy_stephen
turner_fay34704,Johnnie Faye Turner,BOT,0,True,"Alphanumeric username, no bio, high tweet count with low follower ratio suggests automated activity.",829,946,https://x.com/turner_fay34704
VoltDweller,Volt Dweller,BOT,0,True,"Bio is generic and vague ('24/7 commentary on all things'), lacks personal details or specific interests, and the high tweet count (11920) with low follower ratio suggests automated activity, common in bots.",828,1229,https://x.com/VoltDweller
JayBond47430032,Jay_Bond,BOT,0,True,"Username is alphanumeric (JayBond47430032), bio is generic and lacks personal details ('We The People'), and high tweet count (36034) with low follower ratio suggests automated activity, no investor/alpha signals present.",813,334,https://x.com/JayBond47430032
IOlejarczy88999,Irena Olejarczyk,BOT,0,True,"Username is alphanumeric and generic, bio contains motivational/religious phrases ('PRAWDA i MIŁOŚĆ ZWYCIĘŻA') typical of bots, no investor or professional keywords, high tweet count (4082) with low follower ratio suggests automated activity.",800,345,https://x.com/IOlejarczy88999
WormF35,WormF16,BOT,0,True,"Alphanumeric username, no bio, extremely high tweet count (41640) relative to followers (758) suggests automated activity, no investor signals present.",758,110,https://x.com/WormF35
Al4806388949152,AlBones,BOT,0,True,"Username is alphanumeric with no personal details, bio is empty, and high tweet count with low follower ratio suggests automated activity.",734,72,https://x.com/Al4806388949152
jchenone20,haha yes,BOT,0,True,"Username is alphanumeric, name is nonsensical ('haha yes'), no bio provided, and high tweet count (8078) with low follower ratio suggests automated activity, lacking personal details or investor signals.",728,376,https://x.com/jchenone20
WebExchX,X,BOT,0,True,"Generic bio ('Let's GO'), alphanumeric username (@WebExchX), extremely high tweet count (152,413) with low follower ratio, no personal details or investor keywords.",724,760,https://x.com/WebExchX
mintotsai,mintotsai.com,BOT,0,True,"Bio is generic ('Loading...'), username is alphanumeric, high tweet count (32705) with low follower ratio suggests automated activity, no investor or personal details.",681,1036,https://x.com/mintotsai
itemizee,itemize,BOT,0,True,"Bio is generic and lacks personal details, username is alphanumeric, extremely high tweet count (27722) with low engagement ratio suggests automated posting, no investor or alpha signals present.",661,65,https://x.com/itemizee
Hillie861401,Yahweh Star Child (2),BOT,0,True,"Bio contains generic spiritual/motivational phrases ('Guided by moon & sun', 'cosmic calm', 'Conquer with love'), lacks personal or professional details, username is alphanumeric (@Hillie861401), and explicitly states 'No Private DMs', indicating low authenticity and no investor signals.",641,839,https://x.com/Hillie861401
MarsArmyGeneral,Insatiable Curiosity (Misty),BOT,0,True,"Username and name are generic/quirky without personal details, bio is empty, and extremely high tweet count (20747) with low follower ratio suggests automated activity, lacking investor signals.",637,309,https://x.com/MarsArmyGeneral
SElaineB1020,SES,BOT,0,True,"Bio is extremely generic ('Woman'), username is alphanumeric (@SElaineB1020), and high tweet count (19943) with low follower ratio suggests automated activity; no investor or personal details present.",635,552,https://x.com/SElaineB1020
Anjin369,SWYFamilyLover,BOT,0,True,"Username is alphanumeric (Anjin369), name is generic (SWYFamilyLover), bio is empty, and stats show high tweet count with low engagement, indicating bot-like behavior.",617,218,https://x.com/Anjin369
sn__parmar,sn parmar,BOT,0,True,"No bio provided, alphanumeric username pattern, extremely high tweet count (21352) relative to low followers (576) and following (58), suggesting automated or spam-like activity.",576,58,https://x.com/sn__parmar
Connie3711,Connie,BOT,0,True,"No bio provided, alphanumeric username pattern, extremely high tweet count (24385) relative to followers (575) suggests automated activity, no investor or personal signals detected.",575,110,https://x.com/Connie3711
Vveeveeanna,⨈✫*ﾟ･ﾟ｡.★.*｡･ﾟ✫*,BOT,0,True,"Username is alphanumeric, name consists of unusual symbols and emojis, bio is empty, and tweet count (41186) is extremely high relative to followers (560), indicating automated or spam-like behavior with no human or investor signals.",560,92,https://x.com/Vveeveeanna
happyw89,净念无痕,BOT,0,True,"Bio contains only a Buddhist poem and meditation emoji, lacking personal details or professional keywords; high tweet count (14831) with low follower ratio suggests automated or spam-like activity; no investor or alpha signals detected.",549,224,https://x.com/happyw89
bruhther_fred,Freddy,BOT,0,True,"No bio provided, high tweet count (20494) with low follower ratio (532 followers vs 917 following), and generic username pattern suggest automated or spam-like behavior, lacking personal details or investor signals.",532,917,https://x.com/bruhther_fred
Duc1266607,Duc,BOT,0,True,"Alphanumeric username, no bio, high tweet count relative to followers, lacks personal details or investor signals.",507,109,https://x.com/Duc1266607
Jeneraldoubaku,Jeneral doubaku,BOT,0,True,"No bio provided, high tweet count (18359) relative to followers (491) suggests automated activity, and username lacks personal details, indicating likely bot or zombie account.",491,196,https://x.com/Jeneraldoubaku
Moonbase007,Bond007,BOT,0,True,"Username and name are alphanumeric/generic (Moonbase007, Bond007), no bio provided, and extremely high tweet count (25795) with low follower ratio suggests automated activity, lacking personal details or investor signals.",490,104,https://x.com/Moonbase007
NCPatriot18,NCPatriot18,BOT,0,True,"Alphanumeric username, no bio, high tweet count (22067) with low follower ratio, generic name matching username, lacks personal details or investor signals.",488,387,https://x.com/NCPatriot18
Ese_0501,Ese,BOT,0,True,"Bio is generic and focused solely on football content with no personal details or investor signals; high tweet count (107,693) suggests automated posting; username includes alphanumeric pattern; lacks authenticity markers for human or investor profile.",487,521,https://x.com/Ese_0501
miked25fb,Fraud Guarantee LLC,BOT,0,True,"Username is alphanumeric and generic, bio is empty, and high tweet count (9562) with low follower ratio suggests automated activity, lacking personal details or investor signals.",487,379,https://x.com/miked25fb
COFFINHEAD1,COFFINHEAD,BOT,0,True,"Username and name are alphanumeric/generic, bio is minimal and non-personal ('COFFINHEAD was here'), high tweet count (14022) with low follower ratio suggests automated activity, no investor or personal signals detected.",483,195,https://x.com/COFFINHEAD1
GrumpyFucc,GrumpyFucc,BOT,0,True,"No bio provided, high tweet count (11560) with low follower ratio (469 followers vs 899 following), and username appears random/alphanumeric-like, suggesting automated or spam account behavior.",469,899,https://x.com/GrumpyFucc
LeetOffice,CravingHumanity,BOT,0,True,"No bio provided, alphanumeric username 'LeetOffice' suggests automated or generic account, high tweet count (15031) with low follower ratio indicates potential bot activity, no investor signals detected.",460,343,https://x.com/LeetOffice
Troutsqueezer,Troutsqueezer ☠️☠️,BOT,0,True,Bio is generic and sarcastic with no personal details or professional keywords; username and name are non-serious and lack authenticity signals; high tweet count relative to followers suggests automated activity.,452,338,https://x.com/Troutsqueezer
DengWisdom_,Deng,BOT,0,True,"Bio is minimal with emojis only, lacking personal details or specific interests; username is generic; high tweet count relative to followers suggests automated activity; no investor-related keywords or signals present.",456,386,https://x.com/DengWisdom_
AnG103008,An G,BOT,0,True,"Username is alphanumeric (AnG103008), bio is a generic motivational quote ('You are what you love'), and stats show high tweet count (2138) with low follower ratio, typical of bot behavior. No investor or alpha signals present.",423,212,https://x.com/AnG103008
TQScEL6E1960215,さとこsatoko智子,BOT,0,True,"Username is alphanumeric and generic, bio contains vague, philosophical Japanese text with no personal or professional details, lacks investor keywords, and stats show high following relative to followers, typical of bot behavior.",406,855,https://x.com/TQScEL6E1960215
Buck_Fiden__,Emperor Trump,BOT,0,True,"Username and bio suggest political parody or bot-like behavior with generic content, lacking personal details or investor signals; high tweet count with low engagement indicates automated activity.",363,216,https://x.com/Buck_Fiden__
madteo420,420,BOT,0,True,"Username and name contain '420' (often associated with spam/bots), bio is generic 'Based' with no personal details, and stats show high tweet count relative to followers/following, suggesting automated activity.",353,417,https://x.com/madteo420
captiansince3,Dream America,BOT,0,True,"Username is alphanumeric and generic, bio is empty, and high tweet count (13065) with low followers (331) suggests automated activity, lacking personal details or investor signals.",331,761,https://x.com/captiansince3
Judd05909343,Judd,BOT,0,True,"Alphanumeric username, generic motivational bio, and extremely high tweet count (20093) relative to followers (322) suggest automated or bot-like behavior, with no investor signals present.",322,207,https://x.com/Judd05909343
Mandy110011,Mandy🇺🇸,BOT,0,True,"Username is alphanumeric (Mandy110011), bio is generic and political (#MAGA) without personal or professional details, and high tweet count (13086) with low follower ratio suggests automated activity, lacking investor signals.",322,29,https://x.com/Mandy110011
FootMush,@Big Foot Mush,BOT,0,True,"Bio is incomplete or generic, username and name are nonsensical, and high tweet count (36687) with low followers (314) suggests automated activity, lacking personal details or investor signals.",314,348,https://x.com/FootMush
drew4592,divie,BOT,0,True,"Alphanumeric username, no bio, extremely high tweet count (25916) relative to followers (306) suggests automated activity, no investor signals detected.",306,282,https://x.com/drew4592
WhiteRabbit963,White Rabbit,BOT,0,True,"Bio is nonsensical and generic ('the what that was the me'), lacks personal details or specific interests, and the high tweet count (16324) with low follower ratio suggests automated activity.",302,334,https://x.com/WhiteRabbit963
j_007007,j r j 007007,BOT,0,True,"Username and name are alphanumeric/generic (j_007007, j r j 007007), no bio provided, high following-to-follower ratio (1008 following vs 299 followers), and high tweet count (4663) with no personal details, indicating bot-like behavior.",299,1008,https://x.com/j_007007
kutsenko777,Lyudmila☀️,BOT,0,True,"Bio contains cryptic and non-personal phrases like 'Messiah o+🇬🇧 second coming original beauty' which are generic and AI-generated-sounding, lacking authentic human details or professional signals. High tweet count (13640) with low follower ratio suggests automated activity, and no investor-related keywords or personal interests are present.",304,7,https://x.com/kutsenko777
dora_corre71623,dora correa,BOT,0,True,"Bio contains generic religious/motivational phrases without personal or professional details, username is alphanumeric, and no investor/alpha keywords present.",284,146,https://x.com/dora_corre71623
alejanndroo2,Diego Alejandro,BOT,0,True,"No bio provided, alphanumeric username pattern, extremely high tweet count (13788) relative to followers (283) suggesting automated activity, no investor signals detected.",283,470,https://x.com/alejanndroo2
keaganfortin,keagan fortin,BOT,0,True,"Bio consists entirely of emojis and symbols with no personal details or meaningful text, indicating likely automated or spam account.",240,62,https://x.com/keaganfortin
CJRVEE,CJRV,BOT,0,True,"No bio provided, alphanumeric username pattern, extremely high tweet count (16291) relative to followers (219) suggests automated activity, lacks personal details or investor signals.",219,261,https://x.com/CJRVEE
amazing390,Amazing,BOT,0,True,"Bio is generic and motivational ('The future is bright. ☀️'), username is alphanumeric (@amazing390), and high tweet count (3701) with low followers (215) suggests bot-like activity; no investor or alpha signals present.",215,880,https://x.com/amazing390
Pat1231776,APP,BOT,0,True,"Username is alphanumeric and generic, bio is minimal with only an emoji, and high tweet count (3201) with low follower ratio suggests automated activity, lacking personal details or investor signals.",184,298,https://x.com/Pat1231776
OnErrorGoToHell,life?.Dispose();,BOT,0,True,"Username and bio contain programming/code-like elements (e.g., 'OnErrorGoToHell', 'life?.Dispose();'), which are atypical for human investors and suggest automated or bot-like behavior. Bio lacks personal details, investor keywords, or professional signals, and the main account reference (@ImPoppyImPoppy) does not indicate investor relevance.",187,288,https://x.com/OnErrorGoToHell
DMS2864,Dud's Motor Shop,BOT,0,True,"Username is alphanumeric (@DMS2864), bio is generic ('Automotive Consultant'), and tweet count (14287) is extremely high relative to followers (174), indicating automated or spam-like activity typical of bots.",174,397,https://x.com/DMS2864
Albert_jjjjj,Albert,BOT,0,True,"No bio provided, high following-to-follower ratio (1259 following vs 171 followers), and extremely high tweet count (9767) with minimal engagement signals, indicating bot-like behavior.",171,1259,https://x.com/Albert_jjjjj
EndLimitless,Limitless End,BOT,0,True,"No bio provided, high following-to-follower ratio (968 following vs 170 followers), and extremely high tweet count (6666) with generic username, suggesting automated or spam-like activity typical of bots.",170,968,https://x.com/EndLimitless
MManningSPI,SpaceDreamer,BOT,0,True,"No bio provided, alphanumeric username pattern, high tweet count (7890) with low follower ratio suggests automated activity, lacks personal details or investor signals.",142,147,https://x.com/MManningSPI
Liber1ynLoyal1y,Burner B,BOT,0,True,"Username is alphanumeric and generic, bio is empty, and follower/following ratio suggests bot-like behavior with low engagement signals.",136,390,https://x.com/Liber1ynLoyal1y
kko7777_,泡泡金🫧🫧,BOT,0,True,"Bio is generic and lacks personal details (e.g., '心存善念' translates to 'keep a kind heart', common in bot profiles), username includes alphanumeric patterns, and stats show high following-to-follower ratio (1277 following vs 133 followers) with excessive tweet count (4231), typical of automated or spam accounts.",133,1277,https://x.com/kko7777_
elonmuskdear,DearElon,BOT,0,True,"Bio is generic and fan-focused with emojis, lacking personal details or professional keywords; username and name suggest parody or bot activity, not authentic human investor signals.",129,84,https://x.com/elonmuskdear
FeeFyeFoeFmm,Frosted Flake,BOT,0,True,"Bio contains a motivational/quote-like phrase in French ('l'humaine sagesse était tout entière dans ces deux mots:–Attendre et espérer'), which is generic and common in bot profiles. No investor-related keywords or personal details; username is alphanumeric-sounding and nonsensical. Low follower count relative to following suggests inauthentic engagement.",130,562,https://x.com/FeeFyeFoeFmm
DEBORN117,DEV,BOT,0,True,"Username is alphanumeric (@DEBORN117), bio contains generic/nonsensical text ('I DON'T KNOW ( NPC 374522 )') typical of bots or automated accounts, lacks personal details or investor-related keywords, and shows low follower count relative to following, indicating inauthentic engagement patterns.",128,418,https://x.com/DEBORN117
EM_dailynews00,EM NEWS,BOT,0,True,"Username is alphanumeric and generic, bio is empty, following is 0 with low followers, and high tweet count suggests automated posting.",123,0,https://x.com/EM_dailynews00
elonmustAoc,Elon Must,BOT,0,True,"Username is a parody of Elon Musk, bio explicitly states 'Parody Account', low follower count and high following ratio suggest inauthentic or automated activity, no investor-related keywords or personal details.",121,152,https://x.com/elonmustAoc
StarkXInc,Stark,BOT,0,True,"No bio provided, alphanumeric username 'StarkXInc' suggests bot-like pattern, high tweet count (4478) with low follower ratio indicates automated activity, no investor signals detected.",122,9,https://x.com/StarkXInc
RENATOVITAL11,RENATO VITAL,BOT,0,True,"Bio is generic and minimal ('Trust'), username is alphanumeric (@RENATOVITAL11), and high tweet count (25361) with low follower ratio suggests automated activity, lacking personal details or investor signals.",121,118,https://x.com/RENATOVITAL11
guru290303,Guru,BOT,0,True,"Bio lacks personal details or investor keywords, focusing only on sports interests; high tweet count (23636) with low follower ratio suggests automated activity; no signals of professional or investment relevance.",120,65,https://x.com/guru290303
GranadoEspada7,Donquixote Doflamingo,BOT,0,True,"Bio contains 'Artificial Gooning Intelligence' indicating AI-generated or bot-like content, username includes alphanumeric characters, and high tweet count (5054) with low follower ratio suggests automated activity; no investor keywords or personal details found.",118,137,https://x.com/GranadoEspada7
ELONMUSKo8s,ELON MUSK🚀🚀,BOT,0,True,"Username is a misspelling of Elon Musk with alphanumeric characters, bio is generic and mimics a famous figure without personal details, and stats show low followers relative to following, indicating likely bot or impersonator.",117,280,https://x.com/ELONMUSKo8s
yadavrinku2025,Rinku Yadav,BOT,0,True,"Bio contains generic political slogans (Sovereign, Socialist, Secular, Democratic, republic) typical of bots or automated accounts, lacks personal details or investor keywords, and has an extremely high tweet count (15124) relative to followers (113), indicating low engagement and likely automated posting.",113,290,https://x.com/yadavrinku2025
kotoshiru,♒Aquarius,BOT,0,True,"No bio, generic name with emoji, extremely high tweet count (20018) relative to low followers (65), typical bot/zombie pattern.",65,229,https://x.com/kotoshiru
nic_co_da,nic,BOT,0,True,"Profile lacks authenticity: no bio, alphanumeric username, extreme following-to-follower ratio (999 following vs 64 followers), high tweet count (4130) with minimal engagement signals, no investor or personal details.",64,999,https://x.com/nic_co_da
Elon_musk36218,E•MUSK,BOT,0,True,"Username mimics Elon Musk with alphanumeric suffix, no bio provided, and follower/following ratio suggests inauthentic engagement typical of bots.",58,448,https://x.com/Elon_musk36218
RhubarbPeasCart,Mister Anderson,BOT,0,True,"Bio contains non-English text that appears generic or possibly AI-generated, lacking personal details or investor keywords; username is alphanumeric and random-sounding; follower-following ratio suggests low authenticity.",58,506,https://x.com/RhubarbPeasCart
MrElonReeve05,Mr Elon Reeve Musk,BOT,0,True,"Username mimics Elon Musk with alphanumeric suffix, no bio provided, low follower count relative to following, and minimal tweet activity suggest inauthentic or bot-like behavior.",53,295,https://x.com/MrElonReeve05
MiTiX7,Blop,BOT,0,True,"Alphanumeric username (@MiTiX7), generic name (Blop), no bio, high following-to-followers ratio (1170 following vs 47 followers), and high tweet count (1930) suggest automated or spam-like behavior typical of bots.",47,1170,https://x.com/MiTiX7
Annicing75515,Starlight,BOT,0,True,"Username is alphanumeric (Annicing75515), bio contains generic motivational phrases ('faith', 'family gardening', 'laughter is healing'), lacks investor keywords, and has low followers with high tweet count, indicating bot-like activity.",44,82,https://x.com/Annicing75515
Daniellalam945,Daniella Lam,BOT,0,True,"Bio contains promotional language about winning money, lacks personal details or professional keywords, and has generic emojis typical of spam/bot accounts.",44,147,https://x.com/Daniellalam945
Zaza63137227,Big Zaza,BOT,0,True,"Username is alphanumeric (Zaza63137227), bio is generic and vague ('Self Focus'), and following count (443) significantly exceeds followers (33), indicating low engagement typical of bots or inactive accounts.",33,443,https://x.com/Zaza63137227
ELXSTSNB,ELXSTSNB,BOT,0,True,"Username is alphanumeric and nonsensical, bio is minimal and generic ('⚔️nothing'), and high tweet count (977) with low follower/following ratio suggests automated activity, lacking personal details or investor signals.",30,30,https://x.com/ELXSTSNB
lostint64565922,Sunshine,BOT,0,True,"Username is alphanumeric (lostint64565922), bio is generic and vague ('It’s been a minute'), and stats show low followers (20) with high following (149) and many tweets (990), indicating bot-like behavior with no investor signals.",20,149,https://x.com/lostint64565922
MK139837636,Elon,BOT,0,True,"Username is alphanumeric with no personal details, bio is empty, and follower-following ratio (13/173) suggests bot-like behavior with low engagement.",13,173,https://x.com/MK139837636
SpaceXlordelon,ɪ ᴡᴏᴜʟᴅ ʟᴏᴠᴇ ᴛᴏ ᴋɴᴏᴡ ʏᴏᴜʀ ᴏᴘɪɴɪᴏɴ📥,BOT,0,True,"Username and bio are generic and promotional, with a link-heavy bio and low follower count, indicating bot-like behavior; no investor or alpha signals present.",3,2,https://x.com/SpaceXlordelon
SucrePB1,Voice of purpose,BOT,0,True,"Generic bio with motivational/religious phrasing, low follower count, and alphanumeric username suggest bot or inactive account.",2,42,https://x.com/SucrePB1
Musk_Elon9985,Musky Elon,BOT,0,True,"Username is alphanumeric and mimics Elon Musk, bio explicitly states it's a parody account with no affiliation, low follower count and zero following suggest inauthentic or bot-like behavior, no investor or alpha signals present.",8,0,https://x.com/Musk_Elon9985
SSufficientWade,Wade 🇬🇧,BOT,0,True,"No bio provided, low follower count (3), high tweet volume (1360) with minimal engagement, and generic name with emoji; lacks personal details or investor signals, typical of bot behavior.",3,27,https://x.com/SSufficientWade
TimeHeaven87611,Time Heaven,BOT,0,True,"Alphanumeric username (TimeHeaven87611), no bio, extremely low follower/following ratio (2 followers, 1 following) with high tweet count (889), indicating bot-like activity.",2,1,https://x.com/TimeHeaven87611
Elonmusk356129,KINDLY GIVE ME A FOLLOW AND MESSAGE ME PRIVATELY,BOT,0,True,"Username is alphanumeric and generic, bio contains spammy requests for DMs/telegram messages with a suspicious link, and high tweet count with low followers/following indicates bot-like activity.",2,3,https://x.com/Elonmusk356129
sghtunseen097,§§§∆,BOT,0,True,"Username is alphanumeric with random characters, name contains unusual symbols, no bio provided, and follower-following ratio (1:99) suggests bot-like behavior with no investor signals.",1,99,https://x.com/sghtunseen097
visionaryxspace,visionary x space,BOT,0,True,"Bio contains contradictory stats (41M followers vs. 0 followers), generic motivational quote, and impersonation of Elon Musk, indicating likely bot or fake account.",0,2,https://x.com/visionaryxspace
